#proteinId	gotermId	goName	gotermType	goAcc
12461	4591	protein folding	biological_process	GO:0006457
12464	2233	peptidyl-prolyl cis-trans isomerase activity	molecular_function	GO:0003755
12464	4591	protein folding	biological_process	GO:0006457
12476	4143	carbohydrate metabolic process	biological_process	GO:0005975
12476	10005	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	molecular_function	GO:0016810
12476	2290	catalytic activity	molecular_function	GO:0003824
12477	9320	membrane	cellular_component	GO:0016020
12477	3042	protein-S-isoprenylcysteine O-methyltransferase activity	molecular_function	GO:0004671
12477	4614	C-terminal protein amino acid methylation	biological_process	GO:0006481
12477	9321	integral to membrane	cellular_component	GO:0016021
12481	2290	catalytic activity	molecular_function	GO:0003824
12481	3708	binding	molecular_function	GO:0005488
12481	5830	metabolic process	biological_process	GO:0008152
12487	2196	transcription factor activity	molecular_function	GO:0003700
12487	3838	nucleus	cellular_component	GO:0005634
12487	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
12487	5939	zinc ion binding	molecular_function	GO:0008270
12487	2175	nucleic acid binding	molecular_function	GO:0003676
12487	3827	intracellular	cellular_component	GO:0005622
12494	4639	proteolysis	biological_process	GO:0006508
12494	5909	metallopeptidase activity	molecular_function	GO:0008237
12494	5939	zinc ion binding	molecular_function	GO:0008270
12496	2290	catalytic activity	molecular_function	GO:0003824
12504	3930	cytoplasm	cellular_component	GO:0005737
12504	4758	lipid metabolic process	biological_process	GO:0006629
12504	9321	integral to membrane	cellular_component	GO:0016021
12504	9834	oxidoreductase activity, acting on the CH-CH group of donors	molecular_function	GO:0016627
12506	2888	monooxygenase activity	molecular_function	GO:0004497
12506	3721	iron ion binding	molecular_function	GO:0005506
12506	4283	electron transport	biological_process	GO:0006118
12506	12251	heme binding	molecular_function	GO:0020037
12507	2888	monooxygenase activity	molecular_function	GO:0004497
12507	3721	iron ion binding	molecular_function	GO:0005506
12507	4283	electron transport	biological_process	GO:0006118
12507	12251	heme binding	molecular_function	GO:0020037
12514	2976	peroxidase activity	molecular_function	GO:0004601
12514	4283	electron transport	biological_process	GO:0006118
12514	5077	response to oxidative stress	biological_process	GO:0006979
12514	12251	heme binding	molecular_function	GO:0020037
12517	9821	oxidoreductase activity, acting on CH-OH group of donors	molecular_function	GO:0016614
12517	23919	FAD binding	molecular_function	GO:0050660
12517	4234	alcohol metabolic process	biological_process	GO:0006066
12518	3727	protein binding	molecular_function	GO:0005515
12529	5830	metabolic process	biological_process	GO:0008152
12529	9710	oxidoreductase activity	molecular_function	GO:0016491
12529	2290	catalytic activity	molecular_function	GO:0003824
12529	3708	binding	molecular_function	GO:0005488
12532	3736	ATP binding	molecular_function	GO:0005524
12532	4457	mismatch repair	biological_process	GO:0006298
12532	13828	mismatched DNA binding	molecular_function	GO:0030983
12533	3736	ATP binding	molecular_function	GO:0005524
12533	4457	mismatch repair	biological_process	GO:0006298
12533	13828	mismatched DNA binding	molecular_function	GO:0030983
12535	3838	nucleus	cellular_component	GO:0005634
12536	2290	catalytic activity	molecular_function	GO:0003824
12536	3736	ATP binding	molecular_function	GO:0005524
12536	5830	metabolic process	biological_process	GO:0008152
12539	2227	structural constituent of ribosome	molecular_function	GO:0003735
12539	3827	intracellular	cellular_component	GO:0005622
12539	4025	ribosome	cellular_component	GO:0005840
12539	4556	translation	biological_process	GO:0006412
12539	9240	large ribosomal subunit	cellular_component	GO:0015934
12539	5250	signal transduction	biological_process	GO:0007165
12539	3708	binding	molecular_function	GO:0005488
12547	6667	biosynthetic process	biological_process	GO:0009058
12547	9967	transferase activity, transferring nitrogenous groups	molecular_function	GO:0016769
12547	13063	pyridoxal phosphate binding	molecular_function	GO:0030170
12553	4639	proteolysis	biological_process	GO:0006508
12553	5909	metallopeptidase activity	molecular_function	GO:0008237
12553	9985	hydrolase activity	molecular_function	GO:0016787
12553	21401	protein dimerization activity	molecular_function	GO:0046983
12556	281	magnesium ion binding	molecular_function	GO:0000287
12556	2824	inorganic diphosphatase activity	molecular_function	GO:0004427
12556	3930	cytoplasm	cellular_component	GO:0005737
12556	4913	phosphate metabolic process	biological_process	GO:0006796
12561	3421	guanyl-nucleotide exchange factor activity	molecular_function	GO:0005085
12561	3827	intracellular	cellular_component	GO:0005622
12561	24310	regulation of small GTPase mediated signal transduction	biological_process	GO:0051056
12561	5344	small GTPase mediated signal transduction	biological_process	GO:0007264
12561	2290	catalytic activity	molecular_function	GO:0003824
12563	3721	iron ion binding	molecular_function	GO:0005506
12563	4283	electron transport	biological_process	GO:0006118
12563	6664	electron carrier activity	molecular_function	GO:0009055
12563	7744	FMN binding	molecular_function	GO:0010181
12563	9710	oxidoreductase activity	molecular_function	GO:0016491
12569	3228	signal transducer activity	molecular_function	GO:0004871
12569	5250	signal transduction	biological_process	GO:0007165
12570	2290	catalytic activity	molecular_function	GO:0003824
12570	5830	metabolic process	biological_process	GO:0008152
12574	3838	nucleus	cellular_component	GO:0005634
12574	5939	zinc ion binding	molecular_function	GO:0008270
12581	3642	sugar:hydrogen symporter activity	molecular_function	GO:0005351
12581	6276	carbohydrate transport	biological_process	GO:0008643
12581	9320	membrane	cellular_component	GO:0016020
12581	3546	transporter activity	molecular_function	GO:0005215
12581	4927	transport	biological_process	GO:0006810
12581	9321	integral to membrane	cellular_component	GO:0016021
12585	5010	vesicle docking during exocytosis	biological_process	GO:0006904
12585	9480	vesicle-mediated transport	biological_process	GO:0016192
12586	2290	catalytic activity	molecular_function	GO:0003824
12586	3708	binding	molecular_function	GO:0005488
12586	5830	metabolic process	biological_process	GO:0008152
12587	5830	metabolic process	biological_process	GO:0008152
12587	9710	oxidoreductase activity	molecular_function	GO:0016491
12587	2290	catalytic activity	molecular_function	GO:0003824
12587	3708	binding	molecular_function	GO:0005488
12594	5830	metabolic process	biological_process	GO:0008152
12594	9710	oxidoreductase activity	molecular_function	GO:0016491
12594	2290	catalytic activity	molecular_function	GO:0003824
12594	3708	binding	molecular_function	GO:0005488
12595	3838	nucleus	cellular_component	GO:0005634
12595	4501	transcription initiation	biological_process	GO:0006352
12595	10155	transcription initiation factor activity	molecular_function	GO:0016986
12595	2176	DNA binding	molecular_function	GO:0003677
12595	2198	RNA polymerase II transcription factor activity	molecular_function	GO:0003702
12595	24344	regulation of transcription factor activity	biological_process	GO:0051090
12595	3708	binding	molecular_function	GO:0005488
12596	2658	metalloendopeptidase activity	molecular_function	GO:0004222
12596	4639	proteolysis	biological_process	GO:0006508
12596	5830	metabolic process	biological_process	GO:0008152
12596	9710	oxidoreductase activity	molecular_function	GO:0016491
12596	5939	zinc ion binding	molecular_function	GO:0008270
12596	2290	catalytic activity	molecular_function	GO:0003824
12596	21295	metal ion binding	molecular_function	GO:0046872
12596	3708	binding	molecular_function	GO:0005488
12602	3708	binding	molecular_function	GO:0005488
12602	4927	transport	biological_process	GO:0006810
12602	9320	membrane	cellular_component	GO:0016020
12602	3935	mitochondrial inner membrane	cellular_component	GO:0005743
12603	2196	transcription factor activity	molecular_function	GO:0003700
12603	3838	nucleus	cellular_component	GO:0005634
12603	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
12603	5939	zinc ion binding	molecular_function	GO:0008270
12604	2176	DNA binding	molecular_function	GO:0003677
12604	3838	nucleus	cellular_component	GO:0005634
12604	4499	transcription	biological_process	GO:0006350
12604	5939	zinc ion binding	molecular_function	GO:0008270
12605	5323	intracellular signaling cascade	biological_process	GO:0007242
12609	162	nucleotide binding	molecular_function	GO:0000166
12609	10269	nucleoside-triphosphatase activity	molecular_function	GO:0017111
12609	3838	nucleus	cellular_component	GO:0005634
12609	17777	ribosome biogenesis and assembly	biological_process	GO:0042254
12610	3224	endopeptidase inhibitor activity	molecular_function	GO:0004866
12614	3736	ATP binding	molecular_function	GO:0005524
12614	3891	chromosome	cellular_component	GO:0005694
12614	4420	DNA metabolic process	biological_process	GO:0006259
12614	10082	ATPase activity	molecular_function	GO:0016887
12614	3727	protein binding	molecular_function	GO:0005515
12614	24525	chromosome organization and biogenesis	biological_process	GO:0051276
12621	4598	protein modification process	biological_process	GO:0006464
12622	3827	intracellular	cellular_component	GO:0005622
12622	5939	zinc ion binding	molecular_function	GO:0008270
12625	2175	nucleic acid binding	molecular_function	GO:0003676
12625	3827	intracellular	cellular_component	GO:0005622
12625	5939	zinc ion binding	molecular_function	GO:0008270
12628	3546	transporter activity	molecular_function	GO:0005215
12628	4927	transport	biological_process	GO:0006810
12628	9321	integral to membrane	cellular_component	GO:0016021
12647	3737	GTP binding	molecular_function	GO:0005525
12647	5344	small GTPase mediated signal transduction	biological_process	GO:0007264
12647	3827	intracellular	cellular_component	GO:0005622
12647	8400	protein transport	biological_process	GO:0015031
12648	3737	GTP binding	molecular_function	GO:0005525
12648	5344	small GTPase mediated signal transduction	biological_process	GO:0007264
12648	3827	intracellular	cellular_component	GO:0005622
12648	8400	protein transport	biological_process	GO:0015031
12663	4639	proteolysis	biological_process	GO:0006508
12663	13544	caspase activity	molecular_function	GO:0030693
12668	3546	transporter activity	molecular_function	GO:0005215
12668	3708	binding	molecular_function	GO:0005488
12668	4927	transport	biological_process	GO:0006810
12671	3043	protein kinase activity	molecular_function	GO:0004672
12671	3736	ATP binding	molecular_function	GO:0005524
12671	4602	protein amino acid phosphorylation	biological_process	GO:0006468
12672	3043	protein kinase activity	molecular_function	GO:0004672
12672	3736	ATP binding	molecular_function	GO:0005524
12672	4602	protein amino acid phosphorylation	biological_process	GO:0006468
12674	3043	protein kinase activity	molecular_function	GO:0004672
12674	3736	ATP binding	molecular_function	GO:0005524
12674	4602	protein amino acid phosphorylation	biological_process	GO:0006468
12676	3043	protein kinase activity	molecular_function	GO:0004672
12676	3736	ATP binding	molecular_function	GO:0005524
12676	4602	protein amino acid phosphorylation	biological_process	GO:0006468
12677	3043	protein kinase activity	molecular_function	GO:0004672
12677	3736	ATP binding	molecular_function	GO:0005524
12677	4602	protein amino acid phosphorylation	biological_process	GO:0006468
12677	2536	catalase activity	molecular_function	GO:0004096
12677	4283	electron transport	biological_process	GO:0006118
12677	5077	response to oxidative stress	biological_process	GO:0006979
12684	3085	protein-L-isoaspartate (D-aspartate) O-methyltransferase activity	molecular_function	GO:0004719
12684	4598	protein modification process	biological_process	GO:0006464
12684	2620	carboxypeptidase A activity	molecular_function	GO:0004182
12684	4639	proteolysis	biological_process	GO:0006508
12684	5939	zinc ion binding	molecular_function	GO:0008270
12687	3043	protein kinase activity	molecular_function	GO:0004672
12687	3736	ATP binding	molecular_function	GO:0005524
12687	4602	protein amino acid phosphorylation	biological_process	GO:0006468
12688	3043	protein kinase activity	molecular_function	GO:0004672
12688	3736	ATP binding	molecular_function	GO:0005524
12688	4602	protein amino acid phosphorylation	biological_process	GO:0006468
12689	2635	cysteine-type endopeptidase activity	molecular_function	GO:0004197
12689	4639	proteolysis	biological_process	GO:0006508
12689	2636	calcium-dependent cysteine-type endopeptidase activity	molecular_function	GO:0004198
12689	3827	intracellular	cellular_component	GO:0005622
12690	4639	proteolysis	biological_process	GO:0006508
12690	5909	metallopeptidase activity	molecular_function	GO:0008237
12690	5939	zinc ion binding	molecular_function	GO:0008270
12693	3433	Rab GTPase activator activity	molecular_function	GO:0005097
12693	3827	intracellular	cellular_component	GO:0005622
12693	15148	regulation of Rab GTPase activity	biological_process	GO:0032313
12697	4639	proteolysis	biological_process	GO:0006508
12697	5908	serine-type peptidase activity	molecular_function	GO:0008236
12700	5765	N-acetyltransferase activity	molecular_function	GO:0008080
12700	5830	metabolic process	biological_process	GO:0008152
12701	4639	proteolysis	biological_process	GO:0006508
12701	13544	caspase activity	molecular_function	GO:0030693
12703	2933	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	GO:0004553
12703	4143	carbohydrate metabolic process	biological_process	GO:0005975
12703	4604	protein amino acid dephosphorylation	biological_process	GO:0006470
12703	5817	protein tyrosine/serine/threonine phosphatase activity	molecular_function	GO:0008138
12703	9582	dephosphorylation	biological_process	GO:0016311
12703	9988	phosphoric monoester hydrolase activity	molecular_function	GO:0016791
12703	3091	protein tyrosine phosphatase activity	molecular_function	GO:0004725
12716	3721	iron ion binding	molecular_function	GO:0005506
12716	4283	electron transport	biological_process	GO:0006118
12716	9321	integral to membrane	cellular_component	GO:0016021
12716	9710	oxidoreductase activity	molecular_function	GO:0016491
12716	23919	FAD binding	molecular_function	GO:0050660
12717	2888	monooxygenase activity	molecular_function	GO:0004497
12717	3721	iron ion binding	molecular_function	GO:0005506
12717	4283	electron transport	biological_process	GO:0006118
12717	12251	heme binding	molecular_function	GO:0020037
12720	2290	catalytic activity	molecular_function	GO:0003824
12720	5830	metabolic process	biological_process	GO:0008152
12728	3043	protein kinase activity	molecular_function	GO:0004672
12728	3736	ATP binding	molecular_function	GO:0005524
12728	4602	protein amino acid phosphorylation	biological_process	GO:0006468
12728	3079	protein-tyrosine kinase activity	molecular_function	GO:0004713
12728	3045	protein serine/threonine kinase activity	molecular_function	GO:0004674
12728	3737	GTP binding	molecular_function	GO:0005525
12728	3827	intracellular	cellular_component	GO:0005622
12728	5830	metabolic process	biological_process	GO:0008152
12728	9710	oxidoreductase activity	molecular_function	GO:0016491
12729	3043	protein kinase activity	molecular_function	GO:0004672
12729	3736	ATP binding	molecular_function	GO:0005524
12729	4602	protein amino acid phosphorylation	biological_process	GO:0006468
12729	3079	protein-tyrosine kinase activity	molecular_function	GO:0004713
12729	3045	protein serine/threonine kinase activity	molecular_function	GO:0004674
12741	5939	zinc ion binding	molecular_function	GO:0008270
12741	14021	phosphopantetheine binding	molecular_function	GO:0031177
12743	3043	protein kinase activity	molecular_function	GO:0004672
12743	3736	ATP binding	molecular_function	GO:0005524
12743	4602	protein amino acid phosphorylation	biological_process	GO:0006468
12743	3079	protein-tyrosine kinase activity	molecular_function	GO:0004713
12743	3045	protein serine/threonine kinase activity	molecular_function	GO:0004674
12744	9321	integral to membrane	cellular_component	GO:0016021
12748	3727	protein binding	molecular_function	GO:0005515
12748	5239	cell communication	biological_process	GO:0007154
12748	17271	phosphoinositide binding	molecular_function	GO:0035091
12751	267	polysaccharide catabolic process	biological_process	GO:0000272
12751	6429	cellulase activity	molecular_function	GO:0008810
12755	8565	nucleobase transmembrane transporter activity	molecular_function	GO:0015205
12755	9237	nucleobase, nucleoside, nucleotide and nucleic acid transport	biological_process	GO:0015931
12755	9320	membrane	cellular_component	GO:0016020
12758	3736	ATP binding	molecular_function	GO:0005524
12758	8976	ATPase activity, coupled to transmembrane movement of ions, phosphorylative mechanism	molecular_function	GO:0015662
12758	9298	proton transport	biological_process	GO:0015992
12758	9320	membrane	cellular_component	GO:0016020
12758	4927	transport	biological_process	GO:0006810
12758	4929	cation transport	biological_process	GO:0006812
12758	2290	catalytic activity	molecular_function	GO:0003824
12758	5830	metabolic process	biological_process	GO:0008152
12758	9321	integral to membrane	cellular_component	GO:0016021
12758	10082	ATPase activity	molecular_function	GO:0016887
12758	10015	hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances	molecular_function	GO:0016820
12763	3736	ATP binding	molecular_function	GO:0005524
12763	154	two-component sensor activity	molecular_function	GO:0000155
12763	3044	protein histidine kinase activity	molecular_function	GO:0004673
12763	5250	signal transduction	biological_process	GO:0007165
12763	10446	peptidyl-histidine phosphorylation	biological_process	GO:0018106
12783	3838	nucleus	cellular_component	GO:0005634
12783	3727	protein binding	molecular_function	GO:0005515
12783	5939	zinc ion binding	molecular_function	GO:0008270
12787	5939	zinc ion binding	molecular_function	GO:0008270
12797	22441	cofactor binding	molecular_function	GO:0048037
12797	2290	catalytic activity	molecular_function	GO:0003824
12797	3708	binding	molecular_function	GO:0005488
12797	5830	metabolic process	biological_process	GO:0008152
12799	3079	protein-tyrosine kinase activity	molecular_function	GO:0004713
12799	3736	ATP binding	molecular_function	GO:0005524
12799	4602	protein amino acid phosphorylation	biological_process	GO:0006468
12800	2445	acyl-CoA oxidase activity	molecular_function	GO:0003997
12800	3966	peroxisome	cellular_component	GO:0005777
12800	4763	fatty acid beta-oxidation	biological_process	GO:0006635
12800	2443	acyl-CoA dehydrogenase activity	molecular_function	GO:0003995
12800	4283	electron transport	biological_process	GO:0006118
12800	9834	oxidoreductase activity, acting on the CH-CH group of donors	molecular_function	GO:0016627
12800	5830	metabolic process	biological_process	GO:0008152
12800	4760	fatty acid metabolic process	biological_process	GO:0006631
12800	23919	FAD binding	molecular_function	GO:0050660
12810	2933	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	GO:0004553
12810	3782	extracellular region	cellular_component	GO:0005576
12810	4143	carbohydrate metabolic process	biological_process	GO:0005975
12810	13137	cellulose binding	molecular_function	GO:0030248
12818	4639	proteolysis	biological_process	GO:0006508
12818	5909	metallopeptidase activity	molecular_function	GO:0008237
12818	5939	zinc ion binding	molecular_function	GO:0008270
12824	4598	protein modification process	biological_process	GO:0006464
12824	2657	ubiquitin thiolesterase activity	molecular_function	GO:0004221
12824	4642	ubiquitin-dependent protein catabolic process	biological_process	GO:0006511
12826	3079	protein-tyrosine kinase activity	molecular_function	GO:0004713
12826	3736	ATP binding	molecular_function	GO:0005524
12826	4602	protein amino acid phosphorylation	biological_process	GO:0006468
12827	2175	nucleic acid binding	molecular_function	GO:0003676
12836	2175	nucleic acid binding	molecular_function	GO:0003676
12836	5939	zinc ion binding	molecular_function	GO:0008270
12838	3727	protein binding	molecular_function	GO:0005515
12838	9320	membrane	cellular_component	GO:0016020
12838	9480	vesicle-mediated transport	biological_process	GO:0016192
12841	3721	iron ion binding	molecular_function	GO:0005506
12841	4283	electron transport	biological_process	GO:0006118
12841	6664	electron carrier activity	molecular_function	GO:0009055
12841	7744	FMN binding	molecular_function	GO:0010181
12841	9710	oxidoreductase activity	molecular_function	GO:0016491
12844	2228	translation initiation factor activity	molecular_function	GO:0003743
12844	4557	translational initiation	biological_process	GO:0006413
12844	2216	RNA binding	molecular_function	GO:0003723
12844	3838	nucleus	cellular_component	GO:0005634
12850	14021	phosphopantetheine binding	molecular_function	GO:0031177
12850	2175	nucleic acid binding	molecular_function	GO:0003676
12850	3827	intracellular	cellular_component	GO:0005622
12850	5939	zinc ion binding	molecular_function	GO:0008270
12854	2771	glyceraldehyde-3-phosphate dehydrogenase (phosphorylating) activity	molecular_function	GO:0004365
12854	4261	glycolysis	biological_process	GO:0006096
12854	24535	NAD binding	molecular_function	GO:0051287
12854	2290	catalytic activity	molecular_function	GO:0003824
12854	3708	binding	molecular_function	GO:0005488
12854	5830	metabolic process	biological_process	GO:0008152
12855	2700	subtilase activity	molecular_function	GO:0004289
12855	4639	proteolysis	biological_process	GO:0006508
12855	3043	protein kinase activity	molecular_function	GO:0004672
12855	3736	ATP binding	molecular_function	GO:0005524
12855	4602	protein amino acid phosphorylation	biological_process	GO:0006468
12855	3079	protein-tyrosine kinase activity	molecular_function	GO:0004713
12855	3045	protein serine/threonine kinase activity	molecular_function	GO:0004674
12861	2175	nucleic acid binding	molecular_function	GO:0003676
12862	3617	lipid transporter activity	molecular_function	GO:0005319
12862	4980	lipid transport	biological_process	GO:0006869
12862	9321	integral to membrane	cellular_component	GO:0016021
12872	3432	GTPase activator activity	molecular_function	GO:0005096
12872	3827	intracellular	cellular_component	GO:0005622
12872	24310	regulation of small GTPase mediated signal transduction	biological_process	GO:0051056
12883	4283	electron transport	biological_process	GO:0006118
12887	4639	proteolysis	biological_process	GO:0006508
12887	5908	serine-type peptidase activity	molecular_function	GO:0008236
12888	573	mating pheromone activity	molecular_function	GO:0000772
12888	9320	membrane	cellular_component	GO:0016020
12889	3284	mating-type factor pheromone receptor activity	molecular_function	GO:0004932
12889	5270	G-protein coupled receptor protein signaling pathway	biological_process	GO:0007186
12889	9321	integral to membrane	cellular_component	GO:0016021
12889	3285	mating-type a-factor pheromone receptor activity	molecular_function	GO:0004933
12889	9320	membrane	cellular_component	GO:0016020
12890	3284	mating-type factor pheromone receptor activity	molecular_function	GO:0004932
12890	5270	G-protein coupled receptor protein signaling pathway	biological_process	GO:0007186
12890	9321	integral to membrane	cellular_component	GO:0016021
12890	3285	mating-type a-factor pheromone receptor activity	molecular_function	GO:0004933
12890	9320	membrane	cellular_component	GO:0016020
12892	573	mating pheromone activity	molecular_function	GO:0000772
12892	9320	membrane	cellular_component	GO:0016020
12893	3546	transporter activity	molecular_function	GO:0005215
12893	4927	transport	biological_process	GO:0006810
12893	9321	integral to membrane	cellular_component	GO:0016021
12894	3546	transporter activity	molecular_function	GO:0005215
12894	4927	transport	biological_process	GO:0006810
12894	9321	integral to membrane	cellular_component	GO:0016021
12899	3827	intracellular	cellular_component	GO:0005622
12899	5250	signal transduction	biological_process	GO:0007165
12901	4639	proteolysis	biological_process	GO:0006508
12901	5909	metallopeptidase activity	molecular_function	GO:0008237
12901	5939	zinc ion binding	molecular_function	GO:0008270
12902	4639	proteolysis	biological_process	GO:0006508
12902	5909	metallopeptidase activity	molecular_function	GO:0008237
12902	5939	zinc ion binding	molecular_function	GO:0008270
12903	2175	nucleic acid binding	molecular_function	GO:0003676
12903	3827	intracellular	cellular_component	GO:0005622
12903	5939	zinc ion binding	molecular_function	GO:0008270
12903	2290	catalytic activity	molecular_function	GO:0003824
12913	3740	sugar binding	molecular_function	GO:0005529
12915	3724	calcium ion binding	molecular_function	GO:0005509
12937	9821	oxidoreductase activity, acting on CH-OH group of donors	molecular_function	GO:0016614
12937	23919	FAD binding	molecular_function	GO:0050660
12937	4234	alcohol metabolic process	biological_process	GO:0006066
12941	2888	monooxygenase activity	molecular_function	GO:0004497
12941	3721	iron ion binding	molecular_function	GO:0005506
12941	4283	electron transport	biological_process	GO:0006118
12941	12251	heme binding	molecular_function	GO:0020037
12942	5830	metabolic process	biological_process	GO:0008152
12942	9710	oxidoreductase activity	molecular_function	GO:0016491
12948	2909	nuclease activity	molecular_function	GO:0004518
12948	4440	DNA repair	biological_process	GO:0006281
12948	2176	DNA binding	molecular_function	GO:0003677
12948	2290	catalytic activity	molecular_function	GO:0003824
12948	3838	nucleus	cellular_component	GO:0005634
12950	3838	nucleus	cellular_component	GO:0005634
12950	5939	zinc ion binding	molecular_function	GO:0008270
12950	9777	chromatin modification	biological_process	GO:0016568
12950	10375	histone-lysine N-methyltransferase activity	molecular_function	GO:0018024
12960	12037	small conjugating protein ligase activity	molecular_function	GO:0019787
12960	19152	post-translational protein modification	biological_process	GO:0043687
12960	24495	regulation of protein metabolic process	biological_process	GO:0051246
12961	3727	protein binding	molecular_function	GO:0005515
12961	5939	zinc ion binding	molecular_function	GO:0008270
12964	9821	oxidoreductase activity, acting on CH-OH group of donors	molecular_function	GO:0016614
12964	23919	FAD binding	molecular_function	GO:0050660
12964	4234	alcohol metabolic process	biological_process	GO:0006066
12965	9821	oxidoreductase activity, acting on CH-OH group of donors	molecular_function	GO:0016614
12965	23919	FAD binding	molecular_function	GO:0050660
12965	4234	alcohol metabolic process	biological_process	GO:0006066
12968	162	nucleotide binding	molecular_function	GO:0000166
12968	3172	aminoacyl-tRNA ligase activity	molecular_function	GO:0004812
12968	3736	ATP binding	molecular_function	GO:0005524
12968	3930	cytoplasm	cellular_component	GO:0005737
12968	4556	translation	biological_process	GO:0006412
12968	4561	tRNA aminoacylation for protein translation	biological_process	GO:0006418
12968	3180	glycine-tRNA ligase activity	molecular_function	GO:0004820
12968	4569	glycyl-tRNA aminoacylation	biological_process	GO:0006426
12974	9321	integral to membrane	cellular_component	GO:0016021
12974	9480	vesicle-mediated transport	biological_process	GO:0016192
12975	3043	protein kinase activity	molecular_function	GO:0004672
12975	3736	ATP binding	molecular_function	GO:0005524
12975	4602	protein amino acid phosphorylation	biological_process	GO:0006468
12975	3079	protein-tyrosine kinase activity	molecular_function	GO:0004713
12975	3045	protein serine/threonine kinase activity	molecular_function	GO:0004674
12979	4283	electron transport	biological_process	GO:0006118
12979	9710	oxidoreductase activity	molecular_function	GO:0016491
12982	2658	metalloendopeptidase activity	molecular_function	GO:0004222
12982	4639	proteolysis	biological_process	GO:0006508
12982	9320	membrane	cellular_component	GO:0016020
12983	7744	FMN binding	molecular_function	GO:0010181
12984	3043	protein kinase activity	molecular_function	GO:0004672
12984	3736	ATP binding	molecular_function	GO:0005524
12984	4602	protein amino acid phosphorylation	biological_process	GO:0006468
12984	3045	protein serine/threonine kinase activity	molecular_function	GO:0004674
12985	2175	nucleic acid binding	molecular_function	GO:0003676
12991	222	microtubule cytoskeleton organization and biogenesis	biological_process	GO:0000226
12991	663	spindle pole	cellular_component	GO:0000922
12991	4002	microtubule organizing center	cellular_component	GO:0005815
12998	3727	protein binding	molecular_function	GO:0005515
12998	5939	zinc ion binding	molecular_function	GO:0008270
13001	573	mating pheromone activity	molecular_function	GO:0000772
13001	9320	membrane	cellular_component	GO:0016020
13004	2290	catalytic activity	molecular_function	GO:0003824
13008	3736	ATP binding	molecular_function	GO:0005524
13008	4927	transport	biological_process	GO:0006810
13008	9321	integral to membrane	cellular_component	GO:0016021
13008	18135	ATPase activity, coupled to transmembrane movement of substances	molecular_function	GO:0042626
13009	3736	ATP binding	molecular_function	GO:0005524
13009	4927	transport	biological_process	GO:0006810
13009	9321	integral to membrane	cellular_component	GO:0016021
13009	18135	ATPase activity, coupled to transmembrane movement of substances	molecular_function	GO:0042626
13009	10082	ATPase activity	molecular_function	GO:0016887
13009	162	nucleotide binding	molecular_function	GO:0000166
13009	10269	nucleoside-triphosphatase activity	molecular_function	GO:0017111
13015	2175	nucleic acid binding	molecular_function	GO:0003676
13015	3827	intracellular	cellular_component	GO:0005622
13015	5939	zinc ion binding	molecular_function	GO:0008270
13026	3043	protein kinase activity	molecular_function	GO:0004672
13026	3736	ATP binding	molecular_function	GO:0005524
13026	4602	protein amino acid phosphorylation	biological_process	GO:0006468
13026	3045	protein serine/threonine kinase activity	molecular_function	GO:0004674
13033	162	nucleotide binding	molecular_function	GO:0000166
13033	3172	aminoacyl-tRNA ligase activity	molecular_function	GO:0004812
13033	3736	ATP binding	molecular_function	GO:0005524
13033	3930	cytoplasm	cellular_component	GO:0005737
13033	4556	translation	biological_process	GO:0006412
13033	4561	tRNA aminoacylation for protein translation	biological_process	GO:0006418
13055	3727	protein binding	molecular_function	GO:0005515
13055	4595	protein complex assembly	biological_process	GO:0006461
13055	4994	intracellular protein transport	biological_process	GO:0006886
13055	9480	vesicle-mediated transport	biological_process	GO:0016192
13055	13025	clathrin adaptor complex	cellular_component	GO:0030131
13055	6212	protein transporter activity	molecular_function	GO:0008565
13055	4927	transport	biological_process	GO:0006810
13059	3038	prephenate dehydrogenase (NADP+) activity	molecular_function	GO:0004665
13059	4701	tyrosine biosynthetic process	biological_process	GO:0006571
13059	2990	phosphogluconate dehydrogenase (decarboxylating) activity	molecular_function	GO:0004616
13059	4263	pentose-phosphate shunt	biological_process	GO:0006098
13059	2290	catalytic activity	molecular_function	GO:0003824
13059	3708	binding	molecular_function	GO:0005488
13059	5830	metabolic process	biological_process	GO:0008152
13060	3224	endopeptidase inhibitor activity	molecular_function	GO:0004866
13064	3736	ATP binding	molecular_function	GO:0005524
13064	10082	ATPase activity	molecular_function	GO:0016887
13064	4927	transport	biological_process	GO:0006810
13064	9321	integral to membrane	cellular_component	GO:0016021
13064	18135	ATPase activity, coupled to transmembrane movement of substances	molecular_function	GO:0042626
13076	2290	catalytic activity	molecular_function	GO:0003824
13076	13917	heat shock protein binding	molecular_function	GO:0031072
13081	3091	protein tyrosine phosphatase activity	molecular_function	GO:0004725
13081	9582	dephosphorylation	biological_process	GO:0016311
13081	9988	phosphoric monoester hydrolase activity	molecular_function	GO:0016791
13086	2175	nucleic acid binding	molecular_function	GO:0003676
13086	3838	nucleus	cellular_component	GO:0005634
13088	3043	protein kinase activity	molecular_function	GO:0004672
13088	3736	ATP binding	molecular_function	GO:0005524
